question,answer
"엄마, 저 남자 친구가 드디어 술 담배를 끊었어요. 여자친구로서 전 정말 기쁜 마음이 들어요.",그동안 그 문제로 둘이 자주 다투었잖아. 이제 해결이 되어 참 다행이다. 네가 마음이 놓일 것 같아.
"네 남자친구의 건강을 위해서라도 이 문제는 중요했거든요. 저는 끊으라 하고 남자친구는 못 끊겠다고 했었어요. 그래서 자꾸 싸웠는데, 이제는 끊게 돼서 너무 기쁜 거 있죠.","엄마도 그 기분 잘 알아. 아빠도 담배를 끊었을 때가 있었는데, 그때 난 정말 기뻤거든. 너의 마음이 이해가 되네."
아빠도 담배를 피우셨었군요. 엄마도 저와 같은 생각을 하셨을 것 같아요. 갑자기 동질감이 들어요 엄마.,엄마도 다 겪어본 일이라 너의 마음을 더 충분히 알 수 있는 것 같아. 그래서 매번 네가 남자친구 얘기 할 때마다 엄마는 진심으로 공감이 되거든. 앞으로도 언제든지 엄마에겐 편하게 얘기하길 바라.
"네 그건 당연하죠 엄마. 사실, 전 남자친구의 건강이 많이 걱정됐었어요. 우린 결혼을 전제로 만나는데, 언젠가 몸이 아프기라도 하면 너무 속상할 것 같았거든요.",그런 생각을 했다면 이번 금연과 금주 소식은 너에게 더 큰 기쁨이겠다. 너의 고민이 해결 되서 참 다행이고 축하해.
"네 이젠 그런 근심이 사라졌어요. 처음에는 끊는다는 말을 안 믿었는데, 정말 끊은 게 맞더라고요. 그래서 요즘은 서로 싸우지도 않고 사이가 좋아서 더 기쁜 것 같아요.","이렇게 즐겁고 행복한 기분을 온전히 받아들이면 되겠네. 이전에, 근심하고 싸웠던 일들은 훌훌 털어버리고 마음껏 행복을 누리길 바라. 그렇다면 너의 마음도 더 기쁘고, 남자친구와도 싸우지 않고 더 사이좋게 지낼 수 있을 거야."
네 저도 엄마의 말에 동감해요. 요즘 남자친구가 술 담배를 끊은 이후 정말 사랑스럽게 보여요. 다음에 엄마에게도 소개시켜드릴게요.,그래 엄마는 언제나 환영이야. 네가 만나는 사람이라면 정말 관심이 가고 궁금해. 언제든 편하게 소개해주렴.
네 엄마 제 일에 항상 관심 기울여 주셔서 고마워요. 엄마 덕에 저의 기쁨도 두배가 되는 것 같아요. 항상 고맙고 사랑해요.,엄마는 널 정말 아끼고 소중히 생각해. 엄마도 많이 사랑한다. 언제든 편하게 연락하고 오늘도 힘내렴.
"아빠, 요즘 아이가 부쩍 학업에 열중하는 모습을 보여서 기뻐요. 아이가 훌륭한 사람이 되고 싶다면서 의젓한 말을 하길래 어찌나 귀여웠는지 몰라요. 이런 변화를 마주하게 돼서 참 기뻐요.",우리 손주가 갑자기 공부에 매진해서 네가 놀랐겠다. 친구들이랑 어울리는 것에만 시간을 쓰는 아이라고 했잖아. 그동안 우려했던 마음이 풀리는 기분이 들어서 네가 얼마나 기뻤을지 깊이 공감이 돼.
아이가 훌륭한 사람이 되고 싶대요. 관심이나 흥미를 보이는 것도 딱히 없고 뭐가 되고 싶냐는 물음엔 늘 모르겠다고 했었거든요. 그래서 내심 걱정이 컸는데 훌륭한 사람이 되고 싶다는 말 한마디로 큰 기쁨을 느꼈어요.,"어느 부모라도 즐거운 것도, 하고 싶은 것도 없다고만 하는 아이가 걱정되기 마련이지. 그래서 네가 손주의 말에 얼마나 큰 안도를 얻었을지 이해가 된다. 아이들은 사소한 걸로 부모를 울고 웃게 하니까 더욱 네 심정이 어떨지 헤아려져."
뭐라도 되고 싶고 그러기 위해서 노력하겠다는 아이의 모습을 처음 봐서 기분이 좋더라고요. 아이가 대단히 어떤 사람이 되길 바라는 건 아니지만 그동안 쌓인 우려가 풀려서 기쁘기만 했어요. 아이의 이런 변화가 바르게 성장하리란 믿음을 깊게 주어서 기쁘기도 해요.,아이가 바르게 자라는 건 부모로서 느끼는 큰 행복 중에 하나지. 지금이라도 아이가 그런 변화를 보인 건 네 부부가 아이에게 꾸준히 좋은 영향을 줬기 때문이야. 네가 아이를 대하고 교육하는 방식은 자식 넷을 키운 아빠에게도 감명 깊을 때가 많았거든.
저와 아내는 늦더라도 언젠가는 아이가 자기의 관심사를 스스로 찾길 바랐어요. 그래서 놀기만 하는 아이라도 나무란 적이 없는데 이게 나름대로 도움이 된 것 같아서 기뻐요. 다른 아이들을 보면서 조급해지기도 했지만 저희 페이스대로 가길 잘했다는 생각에 기쁘네요.,각자에게 맞는 페이스대로 살아가는 게 중요하다는 걸 아는 네가 정말 장하고 멋있다. 조급함 하나로 아이를 채근 하거나 사교육에 빠뜨릴 수도 있는데 말이야.
모처럼 아내도 아이에 대한 안도에 활짝 웃는 모습을 보이길래 기뻤어요. 아이의 이런 단순한 말 하나와 작은 변화 하나가 저희 가족에게 새로운 행복을 가져다줬어요. 집 안 분위기도 달라져서 되게 기쁘네요.,웃음이 가득한 집 안이야말로 힘이 되는 것도 없더라. 아빠도 네 형제들이 어려 모두 함께 살 때 활기찼던 집 안 분위기가 떠올라서 공감 돼. 너희 가족이 앞으로도 훨씬 더 많이 웃고 행복했으면 좋겠다.
"맞아요, 행복하게 웃는 가족이 있다는 게 상기될 때마다 제게 힘이 되고 기뻐요. 얼마 지나지 않아서 아이가 예전과 같아진다고 해도 전처럼 걱정되지 않을 거라 기쁘기도 해요. 아이는 언제나 어떻게든 변할 수 있다는 걸 이제 아니까요.",이번 일을 계기로 우리 손주를 믿고 응원하는 네 마음이 견고해졌나 보다. 그렇게 단단하고 긍정적인 아빠가 있으니까 우리 손주는 멋진 어른으로 성장하리라 믿어. 너도 지금 마음 그대로 잘 이어가길 바라.
"네, 아빠가 말씀하신 대로 아이가 멋진 어른으로 성장할 수 있게 잘 도와줄 거예요. 그러기 위해 어떤 모습에도 아이 편에 서서 바라볼 수 있는 대담한 아빠가 될 거고요. 이런 다짐을 다시 한번 더 하니까 기쁜 마음이 더 커지네요.",네가 아빠가 되어 자식 이야기에 웃는 모습을 보니까 왠지 뭉클하고 뿌듯하다. 오늘 하루도 토끼 같은 손주와 함께 즐겁게 하루를 잘 마무리하길 바라.
"엄마, 이번 시험에서 제가 성적이 좋아서 장학금을 받게 되었어요. 열심히 했기 때문에 조금 기대는 했지만, 막상 받게 되니 더욱 기뻐요. 앞으로 더 열심히 해야겠다는 의욕이 충만해지네요.",노력에 대한 보상을 받은 것 같은 기분 좋은 감정이 들겠구나. 더구나 입학하고 첫 시험에서 이런 기쁨을 느끼게 되었다니 얼마나 행복하겠니. 열심히 노력해 만족스러운 결과를 얻게 된 아들에게 축하의 마음을 전한다.
같이 다니는 친구들이 장학금 받았다고 밥 한 끼 사라고 하는 통에 한 번 사려고요. 모두 내 일처럼 축하하는 모습에 괜히 어깨도 으쓱해지고 고마워요. 그래서 주말에 친구들이랑 맛있는 거 먹으러 가려고 해요.,가까운 친구들이 인정해주니 얼마나 뿌듯하고 기쁠까. 친구들이 자기 일처럼 기뻐한다는 건 평소에 넉넉한 인심을 얻어서 가능한 거잖니. 그래서 엄마는 여러모로 아들이 든든하고 기특하구나.
"사실 고등학교 때와는 다르게 외워야 할 양도 어마어마하고 그게 다 주관식이라는 게 부담이 되더라고요. 하지만 하다 보니 흐름을 익히게 되고 남들 다 하는 거 나도 해보자, 싶었어요. 그래서 잠도 줄여가며 스터디 카페에서 참 열심히 했죠.",그렇게 어렵고 힘이 드는데 대단한 성과까지 얻었으니 얼마나 대단한 거니. 엄마였으면 그렇게 열심히 하기 힘들었을 텐데 참 장해. 뭐든 마음먹으면 열심히 하고자 하는 의지가 넘치는 아들이어서 누구에게든 자랑하고 싶어져.
제가 좀 자신만만하게 뭐든 잘 해내는 면이 좀 있죠. 첫 시험을 무사히 치르고 나니 이제 진정한 대학생이 된 듯한 느낌도 들어요. 이제 잠시 미뤄뒀던 인간관계도 회복하고 머리도 식힐 겸 주말에 춘천에 다녀오려고요.,그동안 고생했던 자신에게 상을 주는 것도 필요하지. 홀가분한 마음으로 수고한 자신을 위로하는 게 정말 중요해. 사람은 기계가 아니니까 여유로운 쉼표가 꼭 필요한 법이거든.
엄마가 공감해주시니 마음이 한결 편안해져요. 절친과 둘이 기차로 춘천에 가서 막국수도 먹고 바람을 가르며 하이킹할 예정이거든요. 근처에 야트막한 산이 있어 거기도 오를 거고요.,메시지만 읽어도 어느덧 마음에 산뜻함이 들어오는 느낌이 드는걸. 정말 고생한 자신을 위해 좋은 생각이야. 가서 마음의 모든 찌꺼기는 날려 버리고 맑고 상쾌한 기운으로 가득 채워오길 바란다.
엄마와 이렇게 문자로 대화하면 언제나 마음이 가벼워져요. 뭐든 잘한다고 응원하고 격려해 주시잖아요. 그래서 제가 거칠 것 없이 뭐든 스스로 잘 할 수 있는 원동력이 돼요.,그건 엄마는 늘 너를 믿고 있기 때문이지. 시행착오는 있을지 모르겠지만 네 인생은 네가 주인공이니 스스로 하는 게 맞아. 이제껏 너는 스스로 참 잘 해왔고 그러면서 믿음이 더 커지고 있단다.
엄마의 그런 믿음 덕에 제가 첫 시험 장학금이라는 쾌거를 이룬 것 같네요. 오늘은 친구들과 새로 나온 영화를 보기로 해서 좀 늦을 것 같아요. 재미있으면 엄마와도 한 번 더 볼 예정이니 기대해 주세요.,"그래, 홀가분한 마음으로 오늘만은 온전히 즐기다 오렴. 엄마까지 생각하는 기특한 마음이 너무 사랑스러워. 이따 밝게 웃는 모습으로 집에서 보자."
"할아버지. 솔직히 말씀드리면, 제 아내가 음식 솜씨가 없는데요. 그래서 작은 요리를 해 주어도 아내에게 큰 칭찬을 받게 되니 무척 기뻐요.",그러면 아무래도 네가 요리를 자주 하게 되겠구나. 너는 그래도 요리를 꽤 좋아하는 편이지 않니.
"네, 그래서 오늘 아침에도 아내에게 샌드위치를 만들어 주었는데요. 구운 식빵 사이에 햄과 치즈, 양상추와 소스를 넣은 것뿐인데. 아내가 어찌나 감탄하며 맛있다고 하던지, 제가 으쓱해지고 뿌듯했어요.","그 모습이 눈에 보이는 듯 그려져, 이 할아버지 마음도 흐뭇해진다. 네가 별거 아닌 것처럼 말해도, 아침 식사로 아주 적절하고 훌륭한 요리를 만들어 주었네. 아내가 좋아해 주는 모습에 네가 더욱 기분이 좋아, 요리를 계속하게 되겠는걸."
"네, 아내가 호들갑스레 맛있다며 엄지를 치켜들면, 그 반응에 신이 나서 새로운 요리를 계획하게 돼요. 오늘은 주말이라 점심에 제가 잔치국수를 만들어 주었는데, 입맛 없다던 아내가 순식간에 한 그릇을 비우더라고요. 없던 입맛도 살아나게 하는 맛이라 하는 말을 들으니, 날아갈 듯 기뻤어요.","어릴 때 장 래희망에 요리사를 썼던 너니, 요리에 대한 칭찬이 더욱 기분 좋겠다. 그 꿈을 직업으로 삼지는 않았지만, 네 아내에게만큼은 네가 최고의 요리사구나. 요리할 때마다 칭찬을 듣는다니, 네 요리 솜씨에 자부심을 가져도 좋겠어."
"저 초등학교 때 학교에서 실습하면 요리 잘한다는 칭찬을 꽤 들었거든요. 그렇지만 중고등학교 때 입시에 매달리며, 자연스레 요리와는 멀어졌는데요. 자취하며 늘어난 요리 솜씨로 인정받으니, 자존감도 높아지더라고요.","재능을 뽐내고 인정받는 것이 참으로 기분 좋은 일이지. 게다가 그 재능으로 가족을 기쁘게 하니, 그것만 한 보람이 또 어디 있겠니. 아무리 요리를 좋아해도 가끔 귀찮을 법도 한데, 부지런히 음식을 만드는 네 성실함도 감탄할 만한걸."
"아내가 제 요리를 너무나 맛있게 먹어 주니, 아직은 힘든 줄 모르겠어요. 그런 데다 외식이나 배달 음식은 비싼 편이라, 제가 요리하면 식비를 아낄 수 있잖아요. 남은 식자재를 다시 활용해 식비를 아끼는 기쁨에, 지금은 푹 빠져 있는걸요.","좋아하는 것을 즐길 수 있으니, 얼마나 좋으니. 게다가 그걸로 돈까지 절약하게 되니, 보람찰 만 하지. 네가 내겐 아직 어리게만 보여 결혼 생활이 걱정도 되었는데, 살림을 잘 꾸려나가고 있으니 대견하다."
"그렇게 말씀해 주시니 감사해요. 사실 아내에게 요리해 주다 보니, 다른 가족들 생각도 많이 나더라고요. 좋아하는 아내를 보니, 부모님과 할아버지, 할머니께 요리해 주고 싶다는 생각이 들었어요.","네 아내를 챙기기도 벅찰 텐데, 우리까지 생각해 주다니 고맙구나. 언젠가 네 요리를 맛볼 생각을 하니, 벌써 배가 고파지는 느낌인걸. 나도 요즘 입맛이 없었는데, 네 이야기만으로도 식욕이 듣고 군침이 도는 느낌이야."
"할아버지의 입맛을 제가 살아나게 해 드렸다니 뿌듯한데요. 사실 요즘 재미있는 취미가 없었는데, 아내에게 요리해 주며 요리를 취미 삼게 되었어요. 새로운 취미로 신혼생활의 기쁨이 더욱더 커졌지요.","네가 건전하고 건강한 취미를 가진 것이 나도 기쁘다. 네 아내의 음식 솜씨가 없는 것이, 너의 취미를 발견하게 하는 계기가 되었구나. 앞으로도 네 요리로 인해 너희 가정이 더욱 화목해지길 바란다."
